date,EUR,GBP,JPY,AUD,CAD,CHF,NZD
2012-08-24,1.2533,1.5815,78.65,1.0411,0.9919,0.9581,0.8116
2012-08-31,1.2578,1.5864,78.3,1.0334,0.9862,0.9546,0.8037
2012-09-07,1.2796,1.6016,78.14,1.039,0.9777,0.9452,0.8113
2012-09-14,1.3142,1.6244,78.22,1.0561,0.971,0.925,0.8291
2012-09-21,1.299,1.6251,78.17,1.0469,0.9757,0.9327,0.8305
2012-09-28,1.2856,1.6132,77.92,1.0388,0.9837,0.94,0.8293
2012-10-05,1.3059,1.6196,78.66,1.0218,0.9763,0.9284,0.8231
2012-10-12,1.2946,1.6075,78.31,1.0228,0.9797,0.9334,0.8176
2012-10-19,1.3022,1.6003,79.26,1.0328,0.993,0.9286,0.8161
2012-10-26,1.2938,1.6098,79.63,1.0358,0.999,0.9348,0.8226
2012-11-02,1.2848,1.6036,80.53,1.0367,0.9962,0.9396,0.8261
2012-11-09,1.2715,1.5912,79.46,1.0395,1.0007,0.9483,0.8148
2012-11-16,1.2715,1.5866,81.28,1.0318,1.0029,0.9472,0.8092
2012-11-23,1.2959,1.6032,82.34,1.0451,0.9927,0.9296,0.824
2012-11-30,1.301,1.6027,82.54,1.0429,0.9931,0.9264,0.8201
2012-12-07,1.2942,1.6031,82.37,1.0486,0.989,0.9333,0.8328
2012-12-14,1.3134,1.6139,83.52,1.0555,0.986,0.9196,0.8447
2012-12-21,1.3166,1.6167,84.1,1.042,0.9941,0.9172,0.8245
2012-12-28,1.322,1.6157,86.12,1.0384,0.9951,0.913,0.8209
2013-01-04,1.3047,1.6036,88.14,1.0454,0.9856,0.9262,0.8285
2013-01-11,1.3353,1.6128,89.22,1.0538,0.9842,0.912,0.8371
2013-01-18,1.3303,1.5876,89.9,1.0495,0.9937,0.9346,0.8351
2013-01-25,1.3456,1.5799,91.04,1.0421,1.0078,0.9252,0.8374
2013-02-01,1.3692,1.5744,92.54,1.0412,0.9987,0.903,0.8464
2013-02-08,1.3366,1.5814,92.72,1.0319,1.0021,0.9183,0.8353
2013-02-15,1.3362,1.5518,93.64,1.0304,1.0069,0.9226,0.8457
2013-02-22,1.3166,1.5256,93.35,1.0318,1.0222,0.9314,0.8382
2013-03-01,1.2988,1.5033,93.38,1.021,1.0285,0.9448,0.8248
2013-03-08,1.2992,1.4926,96.0,1.0227,1.0273,0.9535,0.8201
2013-03-15,1.3076,1.5124,95.26,1.0398,1.0202,0.9396,0.8267
2013-03-22,1.2996,1.5239,94.48,1.0447,1.0224,0.9402,0.8352
2013-03-29,1.2816,1.5193,94.16,1.0409,1.0174,0.949,0.836
2013-04-05,1.3027,1.5336,96.86,1.0385,1.019,0.9324,0.8421
2013-04-12,1.3094,1.5373,98.98,1.0503,1.0134,0.929,0.8572
2013-04-19,1.3066,1.5254,99.28,1.0297,1.0264,0.9324,0.8436
2013-04-26,1.3024,1.5479,97.84,1.0275,1.017,0.9414,0.8509
2013-05-03,1.3112,1.5563,99.1,1.0313,1.0077,0.934,0.8538
2013-05-10,1.2955,1.5334,101.74,0.9987,1.0123,0.9594,0.8274
2013-05-17,1.2818,1.5173,102.98,0.9737,1.0268,0.9731,0.8082
2013-05-24,1.292,1.5126,100.98,0.9675,1.0322,0.9621,0.8098
2013-05-31,1.2988,1.5185,100.83,0.9608,1.0337,0.9583,0.7973
2013-06-07,1.3242,1.5558,97.2,0.9494,1.0208,0.9342,0.7883
2013-06-14,1.333,1.5686,94.34,0.9587,1.0175,0.9222,0.8065
2013-06-21,1.3113,1.5373,97.48,0.9191,1.0467,0.9354,0.7713
2013-06-28,1.301,1.521,99.21,0.9165,1.0513,0.945,0.7755
2013-07-05,1.2831,1.491,100.94,0.907,1.0566,0.9624,0.7711
2013-07-12,1.3048,1.5108,99.39,0.9049,1.0393,0.9468,0.7781
2013-07-19,1.3142,1.526,100.3,0.92,1.0362,0.9401,0.7946
2013-07-26,1.3269,1.5368,98.24,0.9242,1.0292,0.9289,0.8072
2013-08-02,1.3268,1.5277,99.04,0.8901,1.0379,0.9293,0.7823
2013-08-09,1.3338,1.5507,96.24,0.9187,1.0302,0.9221,0.8038
2013-08-16,1.3321,1.5621,97.6,0.9193,1.0344,0.9269,0.8118
2013-08-23,1.3392,1.5578,98.57,0.9038,1.0512,0.9207,0.7818
2013-08-30,1.3196,1.5468,98.22,0.8901,1.0554,0.9313,0.7729
2013-09-06,1.3166,1.5633,99.04,0.9205,1.039,0.9385,0.8007
2013-09-13,1.3276,1.5861,99.38,0.9243,1.0341,0.9319,0.8144
2013-09-20,1.3522,1.6021,99.38,0.9397,1.0287,0.9104,0.8372
2013-09-27,1.3537,1.6135,98.3,0.9324,1.03,0.905,0.8273
2013-10-04,1.3582,1.6069,97.2,0.9443,1.0306,0.9052,0.8327
2013-10-11,1.3559,1.5945,98.42,0.9473,1.0383,0.9103,0.8334
2013-10-18,1.3693,1.6184,97.77,0.9671,1.0287,0.9013,0.8497
2013-10-25,1.3794,1.6158,97.46,0.9578,1.0449,0.8939,0.8282
2013-11-01,1.3488,1.5922,98.78,0.9438,1.0442,0.9124,0.8231
2013-11-08,1.3357,1.5995,99.03,0.9381,1.0486,0.922,0.8254
2013-11-15,1.348,1.6107,100.17,0.9365,1.0457,0.9152,0.8331
2013-11-22,1.3547,1.6211,101.29,0.9163,1.0534,0.9072,0.8169
2013-11-29,1.3606,1.6373,102.45,0.9125,1.0597,0.9047,0.8157
2013-12-06,1.369,1.6327,102.88,0.9091,1.0663,0.8939,0.8271
2013-12-13,1.3724,1.6294,103.28,0.8961,1.0594,0.8904,0.8265
2013-12-20,1.3673,1.6355,104.07,0.8918,1.0679,0.8952,0.8214
2013-12-27,1.3766,1.6491,105.05,0.8886,1.0697,0.8893,0.818
2014-01-03,1.3606,1.6424,104.46,0.8976,1.0612,0.9044,0.8296
2014-01-10,1.3664,1.647,104.06,0.8985,1.0915,0.9032,0.8294
2014-01-17,1.3554,1.6429,104.32,0.8778,1.0959,0.91,0.8259
2014-01-24,1.368,1.6491,102.41,0.8715,1.1063,0.8949,0.8253
2014-01-31,1.35,1.645,102.28,0.8743,1.1116,0.9052,0.809
2014-02-07,1.3614,1.6395,102.32,0.8959,1.1014,0.8992,0.8283
2014-02-14,1.369,1.6736,101.82,0.9023,1.0981,0.8928,0.8367
2014-02-21,1.3722,1.663,102.71,0.8961,1.1128,0.8888,0.8283
2014-02-28,1.3806,1.675,102.08,0.8933,1.1075,0.881,0.839
2014-03-07,1.3868,1.6725,103.38,0.9071,1.1088,0.8785,0.8455
2014-03-14,1.3924,1.663,101.46,0.904,1.1087,0.8712,0.8551
2014-03-21,1.3783,1.6498,102.38,0.909,1.1191,0.8836,0.8548
2014-03-28,1.3753,1.6637,102.92,0.9239,1.1066,0.8869,0.8655
2014-04-04,1.3704,1.6594,103.39,0.9292,1.0978,0.8918,0.8585
2014-04-11,1.3898,1.6736,101.56,0.9401,1.096,0.8748,0.8686
2014-04-18,1.3816,1.6792,102.43,0.933,1.1024,0.8832,0.8593
2014-04-25,1.3838,1.681,102.12,0.9272,1.1041,0.8809,0.8582
2014-05-02,1.3864,1.6865,102.34,0.9257,1.0973,0.8789,0.8645
2014-05-09,1.3763,1.6849,101.74,0.9358,1.0899,0.886,0.8611
2014-05-16,1.3708,1.6827,101.5,0.9367,1.0883,0.891,0.8635
2014-05-23,1.3628,1.6822,101.88,0.9235,1.087,0.8958,0.8548
2014-05-30,1.364,1.6764,101.77,0.9298,1.0867,0.8944,0.8485
2014-06-06,1.3639,1.6794,102.5,0.9328,1.0936,0.8938,0.85
2014-06-13,1.3522,1.6953,102.06,0.9396,1.0868,0.9008,0.8653
2014-06-20,1.3586,1.7014,102.14,0.9387,1.0766,0.896,0.8691
2014-06-27,1.3631,1.7016,101.39,0.9413,1.0676,0.8919,0.8765
2014-07-04,1.361,1.7152,102.19,0.9358,1.0633,0.8934,0.8763
2014-07-11,1.3598,1.7108,101.33,0.9383,1.072,0.8926,0.8804
2014-07-18,1.3515,1.7069,101.37,0.9386,1.0737,0.8989,0.8678
2014-07-25,1.3431,1.6972,101.81,0.9404,1.0814,0.9045,0.8548
2014-08-01,1.3436,1.6832,102.45,0.9304,1.0918,0.9048,0.851
2014-08-08,1.3412,1.6778,101.91,0.9277,1.0982,0.905,0.8472
2014-08-15,1.3392,1.6686,102.19,0.9306,1.091,0.9026,0.8488
2014-08-22,1.3237,1.6574,103.97,0.9309,1.0949,0.9142,0.8393
2014-08-29,1.315,1.6585,104.0,0.9344,1.0858,0.9174,0.8367
2014-09-05,1.2956,1.6312,104.94,0.9376,1.089,0.9306,0.8327
2014-09-12,1.2955,1.6243,107.24,0.9047,1.1075,0.9337,0.8156
2014-09-19,1.2835,1.6314,108.96,0.8935,1.0968,0.9404,0.8119
2014-09-26,1.2686,1.6254,109.32,0.8761,1.1162,0.9513,0.7876
2014-10-03,1.2517,1.5962,109.7,0.8675,1.1254,0.967,0.7772
2014-10-10,1.2636,1.6049,107.83,0.8719,1.1173,0.9568,0.7834
2014-10-17,1.2755,1.6086,106.72,0.8761,1.1247,0.9468,0.7935
2014-10-24,1.2675,1.6098,108.06,0.8812,1.1211,0.9514,0.7863
2014-10-31,1.253,1.5999,112.09,0.8791,1.1272,0.9623,0.778
2014-11-07,1.2422,1.5844,114.73,0.862,1.136,0.9684,0.7736
2014-11-14,1.2494,1.5657,116.52,0.8737,1.1294,0.9616,0.791
2014-11-21,1.2394,1.5672,117.74,0.8674,1.1237,0.9696,0.7886
2014-11-28,1.2438,1.5638,118.7,0.8524,1.1426,0.9658,0.784
2014-12-05,1.2304,1.56,121.38,0.833,1.1423,0.9772,0.7718
2014-12-12,1.2484,1.5728,118.22,0.8268,1.1538,0.962,0.7789
2014-12-19,1.2235,1.5609,119.56,0.8128,1.1626,0.9832,0.7745
2014-12-26,1.2188,1.5549,120.45,0.8109,1.1621,0.9865,0.7721
2015-01-02,1.2015,1.5361,120.2,0.8118,1.1725,1.0004,0.7711
2015-01-09,1.183,1.5151,118.66,0.8191,1.1857,1.0151,0.7832
2015-01-16,1.1517,1.5132,117.45,0.8194,1.1986,0.8488,0.7778
2015-01-23,1.1279,1.5022,117.8,0.7935,1.24,0.876,0.7477
2015-01-30,1.129,1.5026,117.44,0.7762,1.2716,0.921,0.7248
2015-02-06,1.133,1.5247,119.16,0.7807,1.2524,0.9228,0.7361
2015-02-13,1.1408,1.5394,118.7,0.7772,1.2449,0.9308,0.7468
2015-02-20,1.1372,1.5385,118.68,0.7833,1.2503,0.9419,0.7534
2015-02-27,1.1197,1.5439,119.72,0.781,1.2506,0.9513,0.7557
2015-03-06,1.0855,1.5063,120.93,0.7712,1.2615,0.9846,0.7365
2015-03-13,1.0524,1.4755,121.17,0.7631,1.2803,1.0047,0.733
2015-03-20,1.0792,1.4923,120.28,0.7759,1.2593,0.9766,0.7555
2015-03-27,1.0891,1.4878,119.15,0.7754,1.2579,0.9586,0.756
2015-04-03,1.099,1.4916,118.96,0.7645,1.2465,0.9504,0.7595
2015-04-10,1.0598,1.4648,120.29,0.7674,1.2596,0.9807,0.7532
2015-04-17,1.078,1.4942,119.02,0.7776,1.2225,0.9528,0.7684
2015-04-24,1.0876,1.5176,118.98,0.7825,1.2168,0.9533,0.7601
2015-05-01,1.1194,1.5137,120.21,0.7813,1.2191,0.934,0.752
2015-05-08,1.1241,1.5455,119.78,0.7914,1.2086,0.9274,0.749
2015-05-15,1.1428,1.5772,119.36,0.8053,1.2009,0.9174,0.7489
2015-05-22,1.1033,1.5484,121.45,0.7828,1.2288,0.9428,0.7307
2015-05-29,1.0994,1.5286,123.98,0.7659,1.2466,0.9404,0.7111
2015-06-05,1.1108,1.5267,125.58,0.7622,1.2488,0.9436,0.7046
2015-06-12,1.1278,1.5587,123.23,0.7742,1.2306,0.926,0.6985
2015-06-19,1.1335,1.5881,122.7,0.7758,1.2273,0.9206,0.6895
2015-06-26,1.1156,1.5739,123.92,0.765,1.2358,0.9351,0.6831
2015-07-03,1.109,1.5614,123.14,0.763,1.2566,0.9436,0.6726
2015-07-10,1.115,1.5503,122.75,0.7427,1.2713,0.9411,0.6699
2015-07-17,1.0848,1.5624,124.0,0.7371,1.2997,0.9608,0.6527
2015-07-24,1.0976,1.5514,123.74,0.7279,1.3059,0.962,0.6586
2015-07-31,1.1028,1.5634,123.94,0.7332,1.3047,0.9636,0.6625
2015-08-07,1.0958,1.5467,124.27,0.7393,1.3122,0.9824,0.6596
2015-08-14,1.111,1.5625,124.27,0.7376,1.3075,0.978,0.6546
2015-08-21,1.1356,1.5698,122.11,0.7343,1.3146,0.9488,0.6706
2015-08-28,1.1172,1.5362,121.32,0.7129,1.3268,0.9622,0.6446
2015-09-04,1.1117,1.5195,119.05,0.6917,1.3272,0.9754,0.628
2015-09-11,1.1338,1.5426,120.66,0.7074,1.3274,0.9735,0.6314
